X,Y
1.876,5.377
2.12,3.103
2.814,4.399
1.295,6.024
1.744,4.629
1.464,5.435
0.711,5.929
1.891,4.479
0.148,1.823
1.898,7.813
-0.259,6.833
1.772,6.239
0.772,3.843
2.737,3.785
2.113,3.682
2.509,8.393
3.168,4.759
2.132,4.424
2.881,6.064
1.838,5.936
1.142,3.242
1.571,6.918
1.79,5.043
1.522,4.012
1.215,5.077
2.045,3.291
0.922,5.876
1.963,3.983
2.521,4.929
2.14,6.344
1.838,5.251
2.403,8.633
0.629,3.022
2.775,5.866
2.925,5.93
3.127,4.016
2.37,5.214
0.869,4.626
-0.368,0.634
0.781,3.513
1.834,6.422
1.987,6.744
1.712,1.162
1.708,2.398
3.373,4.044
3.157,4.048
1.674,4.358
1.644,5.48
2.046,6.577
3.641,4.683
2.809,4.19
3.394,8.609
2.68,6.276
1.942,3.439
1.68,4.323
1.431,4.949
2.444,6.274
0.971,3.556
1.28,5.286
1.21,3.206
1.885,6.925
2.461,2.855
2.152,3.646
3.873,2.092
0.931,6.9
2.009,5.248
3.238,4.02
1.368,4.126
2.187,3.943
1.833,6.161
3.343,7.345
0.282,6.243
1.922,2.992
2.331,6.49
1.298,5.372
2.108,4.847
1.101,5.919
3.008,4.984
3.725,6.875
1.751,5.996
1.851,5.603
2.023,3.169
2.617,4.988
3.174,4.232
1.618,2.857
2.147,8.808
0.681,7.368
2.375,5.963
2.249,4.146
3.8,3.789
1.315,6.6
0.759,2.71
0.559,2.699
0.69,4.558
0.167,5.313
1.369,3.304
0.384,4.841
2.189,3.234
1.317,4.44
3.141,6.824
0.441,4.944
1.906,6.088
0.717,2.975
1.233,5.607
3.815,4.839
2.888,6.955
0.443,6.97
2.608,6.018
2.911,5.65
0.965,2.983
2.121,4.588
1.422,2.703
0.996,5.357
1.564,5.065
1.967,3.386
1.82,6.118
2.472,6.566
3.461,7.878
1.737,3.163
1.066,3.868
0.889,3.967
3.277,3.296
1.291,6.11
0.493,5.68
0.867,2.576
1.375,4.045
2.715,3.389
-0.017,2.715
2.367,2.893
1.562,6.574
1.016,5.83
-0.46,4.451
1.486,3.957
2.576,4.047
2.685,3.756
1.659,4.199
2.382,5.331
1.665,5.101
3.373,2.827
0.985,2.799
2.926,3.883
1.951,3.968
2.22,4.706
4.49,4.201
1.376,6.319
1.151,7.068
-0.09,4.559
0.782,4.876
-0.45,4.814
1.705,6.011
2.432,3.285
2.378,1.861
1.979,2.745
1.983,2.137
2.412,4.264
0.99,5.423
1.755,7.829
0.729,7.452
2.362,6.589
2.034,4.655
2.249,4.683
1.773,6.135
2.571,7.656
2.199,1.107
1.643,6.398
1.04,4.149
2.066,7.538
2.709,1.194
1.637,5.478
1.732,6.944
1.382,3.518
2.283,4.051
2.828,3.162
0.807,5.466
-0.537,3.846
1.934,6.466
2.815,3.051
2.38,2.399
0.02,3.328
1.476,5.411
1.612,5.811
0.953,2.653
2.196,4.623
1.412,6.176
3.128,7.401
1.869,7.599
1.851,4.447
0.687,1.976
1.337,6.259
2.776,3.954
3.063,3.403
2.523,3.024
2.348,5.309
3.784,4.304
2.242,5.105
2.024,6.305
2.905,5.765
1.916,5.75
2.242,4.326
2.077,6.863
1.429,3.302
0.873,5.444
0.443,8.076
0.44,4.064
2.989,6.458
0.103,4.304
0.554,5.764
2.899,4.738
2.638,8.955
0.508,5.019
1.567,3.599
3.499,9.356
3.239,6.623
2.499,5.968
2.394,6.059
4.041,6.083
3.205,4.176
3.22,4.287
2.614,4.368
1.627,3.376
3.536,4.177
0.831,1.418
-0.307,2.49
0.844,2.991
1.1,4.422
2.093,4.281
1.228,8.182
1.609,4.5
2.714,5.165
1.362,5.124
2.675,4.755
2.519,5.876
1.756,5.039
2.542,4.843
1.611,4.835
2.4,4.693
1.472,4.908
2.069,0.22
1.738,4.42
0.612,6.004
0.503,4.461
2.207,6.839
2.037,4.644
1.065,4.894
3.203,6.407
2.263,5.837
2.174,5.191
2.028,5.572
1.579,0.202
1.704,6.636
2.222,6.448
2.846,9.429
3.208,7.079
2.03,5.033
4.065,4.82
3.876,6.865
1.427,2.841
3.036,3.55
2.126,5.182
2.808,7.158
1.423,6.41
1.79,4.987
2.003,7.824
2.073,2.907
3.538,8.135
2.422,5.165
2.244,4.74
2.312,2.936
3.543,5.501
0.735,6.922
4.14,5.262
1.334,6.448
2.831,3.996
1.511,4.835
2.297,3.778
1.853,5.733
2.083,5.994
2.442,7.161
1.409,3.553
2.761,4.921
2.558,4.147
2.832,3.918
2.835,4.234
4.005,6.293
1.548,3.94
2.155,1.023
1.55,5.39
0.36,4.618
-0.183,6.404
1.979,3.359
3.748,6.313
2.083,3.788
0.833,7.229
2.459,6.017
0.255,3.545
1.884,1.184
0.71,3.775
3.213,4.91
-0.192,5.738
2.699,4.117
1.852,4.794
3.561,6.05
2.03,5.691
2.54,3.138
2.449,4.143
0.946,7.342
2.496,3.869
2.988,6.437
1.933,3.383
1.792,6.122
1.174,2.831
0.154,5.929
4.057,3.091
1.428,2.847
1.736,6.465
2.25,7.678
2.098,4.596
0.9,3.834
3.42,8.322
1.015,3.513
0.792,2.595
1.73,2.85
1.95,4.603
2.002,7.861
2.295,6.664
1.966,1.525
1.328,5.691
2.974,4.842
2.365,6.947
0.675,5.673
1.979,0.291
1.026,5.252
2.697,5.967
2.041,8.143
1.731,4.763
2.14,5.05
4.203,7.517
2.995,5.448
1.086,9.279
2.271,4.848
1.887,4.244
0.139,3.141
1.258,4.85
0.832,9.224
2.61,6.177
2.132,4.608
3.087,6.799
2.143,4.905
1.822,3.732
1.034,4.62
2.776,7.066
0.491,4.191
3.134,3.203
3.243,4.327
1.484,5.245
2.002,4.426
4.085,6.349
2.184,4.573
0.983,4.133
1.138,7.127
1.57,6.696
3.064,5.442
1.253,1.661
2.983,4.988
3.274,5.898
2.053,5.548
0.052,2.91
0.841,6.535
1.814,6.803
2.111,4.994
1.58,5.294
1.713,6.827
4.008,4.361
3.323,7.499
1.536,4.106
1.188,7.743
-0.467,3.992
3.035,6.952
3.29,5.344
1.506,6.231
3.409,4.154
4.235,5.88
1.644,4.394
1.662,3.315
0.833,9.424
1.884,6.859
2.213,4.094
1.93,5.867
1.363,5.94
4.066,8.084
2.604,4.963
2.989,4.869
3.569,6.421
1.408,6.211
2.749,3.737
2.418,4.143
1.943,5.356
2.294,3.951
2.215,4.919
2.651,5.72
2.68,2.906
2.187,5.539
3.417,5.494
2.246,4.676
1.59,8.778
2.076,1.919
1.778,4.062
2.147,3.121
3.567,3.347
2.333,5.997
2.056,7.498
1.783,7.414
1.844,4.905
2.723,6.36
1.865,5.349
1.284,7.234
1.97,8.099
2.144,3.36
-0.712,3.171
1.042,0.404
1.426,3.309
1.624,5.869
0.838,6.87
3.64,5.327
2.416,4.194
1.306,6.167
2.265,7.258
1.598,8.855
2.558,5.402
0.535,6.741
1.53,5.671
1.311,5.075
0.896,7.089
1.533,4.577
-0.135,2.111
0.24,2.215
2.889,5.522
2.539,2.897
1.446,4.414
2.671,6.641
2.934,7.103
2.286,8.196
1.131,4.034
-1.416,3.553
2.596,3.457
1.283,9.209
0.007,5.48
1.993,4.812
1.848,5.364
3.1,3.117
3.977,3.722
1.638,1.58
2.008,6.442
0.342,5.543
3.666,4.452
0.336,5.747
2.051,4.834
0.976,3.184
1.905,6.343
3.55,6.878
1.869,6.291
0.913,6.659
1.299,3.596
1.588,5.723
0.532,3.978
0.933,6.273
1.279,5.918
3.494,4.034
2.539,7.453
2.446,4.388
1.245,4.52
3.83,5.273
1.866,6.204
2.351,3.498
2.764,6.271
0.042,5.768
2.144,6.243
1.283,6.94
0.527,2.501
1.652,4.101
0.39,2.466
1.346,1.887
1.959,6.996
2.551,5.235
2.025,5.847
0.508,4.476
0.692,2.296
0.254,5.64
2.571,5.222
2.56,4.654
2.283,5.094
1.524,7.915
1.961,3.031
3.767,5.624
1.678,4.434
2.847,6.507
2.645,6.332
3.116,6.292
0.565,5.955
1.193,6.607
2.411,5.175
0.581,5.401
1.065,4.987
2.235,6.222
1.565,5.551
1.608,4.608
1.742,6.792
1.514,6.702
1.413,4.044
2.416,5.131
1.96,2.673
3.334,6.129
1.28,6.274
2.531,5.724
0.66,4.214
2.156,3.199
2.221,3.048
2.591,0.74
2.309,6.928
1.617,2.315
0.862,6.966
1.174,4.806
1.029,3.852
2.792,5.237
2.719,4.105
1.352,1.707
1.481,6.356
1.861,6.641
2.163,6.404
2.817,6.069
3.398,6.691
1.748,5.582
1.255,2.819
1.08,5.039
2.816,6.908
1.336,5.945
1.589,5.665
2.883,5.896
4.62,8.295
1.875,7.113
1.329,5.694
0.138,6.523
1.704,2.933
2.512,7.54
2.767,3.175
3.336,3.588
3.192,5.583
0.544,5.01
3.823,3.84
2.084,6.918
2.126,2.038
1.308,3.937
2.342,7.011
2.112,3.79
2.446,6.21
2.119,5.272
2.837,5.467
2.291,6.933
0.901,4.758
1.492,3.444
2.938,6.004
0.856,1.491
2.764,5.198
2.562,9.038
1.536,2.497
1.055,4.807
2.616,5.618
1.277,6.501
2.713,7.136
2.723,4.305
1.48,3.989
0.65,3.543
0.675,4.57
2.933,2.189
0.926,3.864
1.394,4.482
2.77,3.34
3.208,7.272
1.992,6.741
1.984,3.315
1.623,3.909
2.939,5.108
1.713,6.093
0.157,4.088
1.933,2.788
2.021,4.977
1.738,-0.443
1.049,1.987
0.284,4.701
2.775,4.874
3.138,6.211
1.504,6.753
2.138,3.402
2.818,5.835
2.158,3.974
1.944,4.18
1.978,4.277
2.,6.476
1.708,6.551
2.828,5.161
1.315,5.061
2.621,5.474
0.393,4.347
3.444,5.279
3.341,5.9
2.557,6.622
2.757,3.964
1.052,7.718
3.089,5.482
1.963,1.666
2.277,6.098
0.686,10.638
1.978,5.025
1.903,3.787
0.558,3.415
1.271,4.38
2.311,2.434
1.551,0.571
3.038,3.609
2.391,6.064
4.325,5.249
2.48,7.981
1.396,5.831
2.992,4.97
1.25,4.791
3.039,6.916
0.262,1.532
2.517,4.277
1.747,5.527
2.853,4.286
2.704,6.435
3.546,2.462
1.92,5.171
3.537,7.697
-0.135,5.464
2.121,6.286
3.359,0.866
1.057,4.93
3.133,3.275
3.511,9.26
1.63,1.491
1.577,5.748
4.072,4.793
2.226,5.646
3.201,5.03
1.196,4.722
2.656,4.78
2.598,6.232
2.917,6.93
2.705,2.555
2.342,4.619
1.38,4.065
1.538,1.657
3.291,5.527
1.813,3.821
0.15,7.098
1.909,3.874
2.319,5.538
0.258,3.699
1.401,6.933
2.33,7.63
2.345,6.812
1.907,5.964
1.207,4.896
2.112,7.891
3.479,3.122
0.97,4.664
2.047,4.02
3.199,5.105
0.519,4.947
3.129,4.024
3.391,5.562
0.927,9.069
2.061,7.514
-0.55,2.694
1.581,5.44
1.643,1.61
1.79,5.532
2.162,6.225
2.795,5.835
0.117,6.951
2.56,6.554
2.688,8.559
3.57,4.329
1.804,4.511
2.263,6.184
0.912,2.458
3.52,3.222
2.093,1.45
2.038,6.379
0.26,4.792
2.257,4.83
2.188,4.196
0.848,5.963
3.502,6.33
1.98,7.953
3.618,3.637
1.915,4.147
1.409,5.222
3.423,5.555
0.03,6.59
2.131,3.555
0.719,3.696
3.324,4.782
2.283,3.961
0.914,6.892
3.535,6.674
2.551,5.897
2.785,6.078
2.187,5.669
0.902,4.151
1.35,5.507
1.921,4.217
1.067,2.943
1.943,9.607
4.045,0.946
1.272,2.918
1.604,6.905
2.921,1.845
4.573,6.257
0.835,5.607
0.992,7.055
3.348,7.013
2.562,2.557
1.161,3.294
3.354,5.732
0.912,7.761
1.452,7.927
0.603,2.704
2.64,6.812
3.175,5.525
1.751,6.588
0.757,5.759
0.979,6.562
4.05,4.218
1.047,0.833
2.17,7.401
2.845,4.199
1.577,3.236
3.447,5.052
3.692,4.359
2.02,1.532
2.711,4.217
1.863,2.942
3.7,0.819
3.632,3.443
1.598,4.998
0.52,4.598
2.506,6.294
1.29,4.045
3.301,7.458
1.697,4.544
0.748,3.378
2.702,3.523
0.92,3.847
2.595,4.134
3.178,3.023
0.775,2.309
3.514,7.549
3.087,2.029
2.461,1.233
1.859,4.766
4.035,5.63
1.897,3.864
1.497,1.688
1.414,4.533
1.461,3.926
-1.012,5.17
2.132,7.
3.595,5.454
2.551,6.42
2.474,6.931
0.714,3.554
2.097,4.219
3.929,7.563
1.569,3.844
1.901,5.377
2.13,4.51
2.637,6.882
1.365,4.957
2.824,5.16
1.599,6.205
1.868,6.054
1.108,1.927
2.335,5.351
1.182,4.333
1.594,4.957
1.896,3.915
1.454,6.42
2.321,5.118
2.898,4.108
1.793,3.713
3.341,5.598
3.485,1.821
2.795,4.406
1.491,7.026
0.776,5.45
3.233,5.327
-0.078,3.652
0.904,6.67
2.376,2.671
1.581,7.
2.71,6.645
1.767,3.803
2.137,4.68
1.181,2.238
0.782,7.248
2.436,3.907
1.943,3.443
1.418,2.58
0.413,5.071
2.661,3.162
2.189,10.25
2.127,5.321
0.755,6.029
0.674,6.297
2.741,4.608
2.253,7.325
3.305,3.794
1.781,4.945
1.755,3.697
1.704,4.43
2.396,4.68
2.079,2.216
0.749,3.279
3.232,6.103
2.775,3.722
1.674,7.126
1.998,4.882
1.067,1.979
2.487,8.397
0.983,6.219
1.636,3.281
0.497,5.065
1.845,6.562
2.16,8.04
2.43,5.387
2.361,4.692
3.495,9.737
0.235,3.843
3.002,3.87
1.198,5.637
0.93,4.557
1.526,6.756
0.976,2.823
1.947,3.878
0.962,2.052
-0.151,3.283
1.304,5.727
1.956,6.293
0.896,4.845
2.725,6.14
4.456,2.399
2.314,4.387
1.309,7.943
3.805,6.71
3.335,6.914
2.231,4.106
2.713,6.943
2.907,3.3
3.564,7.929
3.114,3.511
1.398,7.415
0.962,4.594
2.574,5.422
1.865,4.355
1.452,6.262
2.457,4.459
0.9,10.46
1.309,2.698
3.814,6.77
1.394,4.713
3.547,7.242
2.839,7.349
0.897,4.425
1.145,2.205
1.782,4.602
2.478,5.787
2.161,3.051
2.224,3.434
2.651,5.867
2.152,4.997
1.578,4.271
1.92,5.641
0.728,5.067
2.96,5.876
1.562,5.765
1.483,6.531
2.613,3.666
0.243,2.046
2.539,8.444
3.481,7.177
3.749,7.389
2.978,5.619
1.761,5.628
2.802,6.694
1.582,6.643
1.197,2.455
0.959,2.593
2.616,4.747
0.675,8.038
2.174,6.907
2.814,5.912
-0.04,1.567
2.853,4.326
1.63,3.714
-0.03,6.311
4.522,4.769
2.165,1.078
1.195,6.038
1.914,6.487
2.764,6.611
2.795,6.071
3.354,2.006
3.427,4.949
1.281,6.505
3.212,3.924
1.592,4.984
1.279,5.983
3.116,7.077
2.752,6.467
2.656,4.004
1.153,4.328
1.867,6.178
1.194,5.235
1.811,6.795
2.776,6.881
1.716,4.438
1.919,4.459
1.638,2.477
-0.459,2.79
2.854,0.035
1.682,4.595
1.865,5.592
1.407,5.049
2.148,5.628
2.941,1.477
1.805,3.261
3.685,7.284
3.132,4.459
2.256,3.294
2.799,5.469
1.283,0.094
2.37,3.659
3.661,6.441
0.087,3.943
3.434,4.037
1.81,2.774
0.901,5.034
2.633,7.378
1.534,5.422
2.02,7.463
3.92,7.615
2.445,2.299
2.385,5.88
3.562,4.974
2.451,4.58
3.869,5.152
2.15,3.153
1.45,4.768
2.59,3.962
0.474,5.219
2.113,6.266
3.487,6.929
2.907,7.274
1.604,4.175
1.3,6.338
3.794,2.401
2.035,3.5
3.903,7.42
-0.239,4.275
3.286,6.105
2.349,4.58
3.919,5.36
1.292,6.728
3.744,4.84
0.846,8.657
0.851,4.009
1.541,3.032
2.986,6.315
1.147,8.141
1.496,5.531
3.158,8.632
1.843,0.895
2.135,5.14
1.66,6.274
1.577,6.047
3.342,5.463
1.867,6.293
2.303,4.706
2.219,6.021
2.804,3.329
2.24,6.405
4.261,4.473
3.866,4.576
2.608,4.945
0.989,5.732
1.632,4.311
1.157,4.731
2.074,3.435
0.835,5.445
2.208,10.227
1.918,3.879
3.62,4.629
2.894,5.502
2.421,4.653
2.125,3.905
2.758,4.394
0.187,4.992
3.091,5.973
4.066,3.815
2.594,6.48
1.296,5.171
2.932,7.459
2.611,4.079
1.898,7.242
3.552,4.585
3.497,5.27
1.511,3.153
1.873,6.833
1.489,7.023
2.889,5.348
1.984,7.059
2.789,4.454
2.314,8.197
3.752,4.583
0.76,4.127
1.776,3.363
1.253,3.844
2.215,6.758
0.835,4.407
2.535,5.404
0.604,1.411
2.218,4.059
3.852,5.619
0.541,3.605
3.12,5.214
1.329,3.574
2.271,8.648
2.052,6.135
1.687,7.994
1.968,3.39
1.101,3.311
1.158,3.442
2.279,2.474
3.642,2.609
0.766,5.832
2.895,6.012
2.723,3.924
4.494,5.158
2.548,3.82
2.3,5.216
0.872,3.946
2.284,5.779
0.344,3.574
2.55,3.291
3.094,3.891
0.137,5.179
4.593,6.606
2.057,6.726
1.851,3.348
0.323,5.484
2.039,6.819
2.2,4.963
3.999,3.819
1.084,3.43
0.848,4.485
1.416,2.731
1.784,5.155
-0.217,3.807
1.755,7.304
0.698,6.066
3.507,6.202
3.018,5.875
0.88,5.181
1.9,4.95
-0.193,3.618
0.952,5.522
2.698,6.481
2.725,4.988
2.283,8.345
0.681,3.636
2.044,7.336
2.844,7.418
1.029,3.092
1.362,5.874
1.27,4.642
2.497,2.383
1.626,7.161
2.568,6.481
1.978,6.302
0.676,5.402
2.378,5.05
2.471,5.547
2.626,7.272
1.707,6.53
0.419,4.845
1.506,6.24
3.733,7.541
2.503,4.814
1.188,2.566
0.69,3.15
1.962,3.853
1.613,4.411
1.303,4.116
1.639,3.41
2.989,4.216
1.938,5.81
1.65,4.801
1.249,6.67
0.434,4.567
3.61,3.216
1.247,3.102
1.54,5.331
1.877,3.658
2.095,3.875
1.959,6.6
2.152,6.88
0.851,4.611
3.838,4.984
2.69,3.038
2.41,2.116
2.408,7.15
2.275,4.144
3.554,7.514
1.972,5.126
2.421,5.267
1.685,10.146
1.826,3.981
1.556,4.704
2.76,5.364
1.388,5.027
2.549,6.918
2.393,5.987
0.733,5.106
1.025,3.754
1.874,3.922
4.165,2.129
4.096,4.509
3.525,6.796
3.982,8.579
0.474,2.349
2.859,8.798
2.332,5.548
1.183,4.358
1.266,6.954
1.07,4.398
1.784,3.249
4.293,3.101
2.766,5.486
0.708,4.479
1.586,6.267
1.533,3.218
2.348,5.208
1.912,5.772
3.988,4.351
1.796,6.004
1.992,4.527
-0.51,6.093
1.196,4.714
2.053,10.281
1.393,7.452
0.77,3.333
1.797,0.023
2.674,5.802
1.364,6.953
2.328,2.306
1.039,4.626
2.012,3.147
1.603,6.238
2.606,7.198
3.294,7.758
1.706,3.37
3.28,5.247
3.896,7.565
1.613,5.752
1.091,4.597
0.836,2.18
2.441,3.768
1.89,1.776
3.295,3.633
0.583,5.093
1.734,2.794
3.769,5.553
0.554,3.491
3.564,7.893
1.935,3.183
2.305,3.178
1.173,7.554
2.463,5.323
2.507,8.148
4.245,6.952
1.683,3.158
2.261,5.661
2.253,5.619
3.177,5.787
2.517,4.172
2.069,4.292
2.396,4.19
2.122,4.487
2.082,6.657
0.97,6.631
2.514,5.982
3.961,3.497
2.226,4.639
0.8,7.668
2.74,1.622
1.253,2.052
3.778,3.804
3.733,4.162
2.069,6.107
3.16,7.133
0.957,6.184
4.11,4.967
2.447,5.599
2.021,7.219
2.399,4.605
3.069,5.944
1.754,8.536
1.158,5.722
2.211,4.951
2.139,9.352
1.857,7.608
2.64,3.376
4.585,4.762
1.522,5.136
1.894,3.789
2.867,6.849
2.741,5.046
4.073,4.067
3.527,5.16
0.772,3.197
2.942,4.43
3.417,7.006
0.832,6.865
0.909,5.912
2.672,9.176
2.887,0.98
1.54,2.586
0.632,4.407
3.038,8.726
2.037,5.274
2.683,7.426
3.088,4.055
2.372,9.718
1.792,2.372
1.658,5.437
2.303,3.853
4.368,6.269
2.191,5.184
1.936,0.516
3.187,6.735
3.346,9.896
2.872,7.083
0.503,4.594
1.424,5.166
3.176,6.246
0.462,5.248
0.104,6.88
1.869,5.188
1.774,5.126
2.494,2.411
1.447,4.715
-0.201,2.416
1.808,7.78
1.74,6.211
3.451,2.425
3.183,5.744
1.784,5.439
2.123,3.152
1.69,6.024
2.397,1.782
1.623,6.275
3.31,6.955
1.835,5.42
0.911,3.617
2.301,3.718
0.347,1.67
1.514,3.684
1.212,4.863
3.221,6.024
2.849,7.935
1.638,2.841
2.609,7.224
1.789,6.235
1.275,4.279
2.594,5.52
2.976,5.378
2.256,5.708
3.783,6.322
0.773,4.143
0.45,1.639
1.977,7.025
1.851,3.242
0.493,6.724
0.964,3.855
1.863,2.236
2.828,2.854
1.761,7.406
1.006,6.397
1.27,4.031
0.865,6.456
1.36,6.832
2.216,6.721
3.82,4.343
0.875,3.753
5.097,4.341
3.183,4.409
1.283,8.252
1.08,4.628
0.852,7.471
2.746,8.117
1.309,4.065
2.065,3.992
2.248,5.926
1.591,6.047
2.844,6.454
1.949,3.932
3.294,6.899
2.417,7.876
1.441,7.333
1.531,4.045
1.665,4.244
2.731,6.508
2.121,3.353
1.915,6.727
2.338,3.098
2.151,3.872
1.781,3.956
2.801,2.319
2.438,3.597
1.245,1.914
4.082,3.817
2.901,7.867
1.614,3.565
3.069,5.42
1.114,5.76
2.877,4.642
2.665,5.111
-0.132,4.128
2.456,4.971
2.487,5.375
0.856,4.458
2.488,5.447
1.185,6.054
2.55,4.201
1.082,5.362
0.482,2.775
1.592,1.036
2.409,6.872
2.241,4.197
2.449,2.175
0.145,3.926
1.989,4.003
3.499,7.95
1.743,4.567
2.704,5.521
1.113,5.458
0.622,3.479
0.571,2.584
1.091,2.76
1.687,6.584
3.165,4.844
2.028,6.396
2.844,3.112
4.902,4.479
1.519,5.739
3.28,4.053
1.374,5.317
1.658,6.461
0.921,1.913
1.923,5.541
2.45,1.01
0.777,2.126
2.185,5.397
2.357,4.846
0.714,3.136
2.146,6.444
2.509,5.489
1.801,5.382
1.929,4.851
3.231,6.715
1.147,2.326
1.134,6.122
2.247,6.052
1.321,4.233
3.292,6.403
0.442,3.173
1.993,4.633
1.421,3.777
2.606,3.099
1.995,4.309
3.696,6.852
4.493,2.991
2.837,6.673
1.837,2.925
0.28,2.843
1.703,3.377
1.763,3.068
1.299,6.542
3.34,4.907
0.59,6.165
1.238,3.764
3.22,7.572
2.937,5.425
1.707,4.573
3.021,5.577
3.242,7.294
1.992,4.7
0.383,4.65
3.574,3.94
2.771,4.221
2.395,4.875
2.782,7.04
1.256,3.54
2.467,5.551
2.558,4.231
2.117,5.107
3.362,6.284
2.219,4.481
4.867,2.761
-0.002,2.446
3.352,5.349
4.098,5.849
3.391,6.84
1.878,6.182
2.36,4.956
2.738,6.063
2.605,3.326
2.576,5.195
1.643,7.129
-0.099,5.022
3.192,9.907
0.024,2.45
1.873,1.535
2.362,7.679
1.999,4.539
2.446,6.999
1.264,7.124
2.83,1.527
3.386,3.794
0.663,5.423
1.823,6.009
1.573,4.94
2.996,6.596
3.26,3.136
1.851,2.678
0.765,3.117
3.204,5.158
2.772,7.151
0.443,4.622
0.594,1.654
2.533,3.759
2.108,6.441
2.297,4.721
1.399,9.011
3.583,7.271
3.255,4.727
2.71,4.544
2.795,7.621
0.787,2.657
1.045,4.836
0.339,7.32
0.909,3.904
0.023,6.009
2.311,6.865
1.55,2.372
2.657,2.947
3.066,6.063
2.461,6.107
2.723,5.508
1.744,1.226
-0.139,2.742
1.786,4.075
-0.839,2.45
2.468,6.393
1.687,4.566
1.555,3.675
1.642,2.096
1.923,6.267
2.815,3.48
1.205,4.815
3.04,3.989
2.704,7.718
2.467,6.819
2.296,3.05
1.983,2.179
3.16,7.698
2.086,6.672
3.263,4.639
1.934,-0.688
2.806,6.
0.68,6.561
2.104,5.788
1.257,6.045
0.952,5.799
2.215,3.798
3.258,3.087
2.056,3.669
2.123,6.086
3.142,4.63
0.778,1.115
2.249,4.582
1.617,6.425
1.815,3.31
2.287,4.107
3.097,8.294
2.724,5.163
0.696,3.641
1.845,3.738
2.274,3.314
0.828,2.481
1.052,2.86
1.737,3.789
1.739,5.041
2.748,5.113
0.61,7.421
1.161,2.32
1.922,7.006
1.177,4.8
3.066,5.148
2.011,4.654
3.145,6.72
3.026,4.509
2.77,7.007
1.123,5.622
3.47,5.557
2.225,2.45
3.652,6.19
2.278,5.889
1.737,7.148
0.876,2.679
0.818,3.643
0.048,6.347
2.149,5.544
1.045,7.136
0.718,2.801
4.231,3.823
2.785,1.94
2.407,3.144
1.679,3.596
2.224,6.331
2.271,6.87
2.547,5.477
2.036,6.65
0.447,6.097
2.022,5.84
1.376,2.966
2.844,4.021
3.179,8.315
4.349,1.62
3.937,6.945
1.037,5.977
0.921,5.383
1.631,5.48
2.655,5.703
2.291,5.99
0.903,4.09
1.111,5.214
2.992,3.162
3.186,4.349
2.458,4.984
1.326,7.038
3.745,5.765
2.445,2.999
1.824,5.874
0.942,6.814
2.795,5.816
0.64,3.598
-0.023,6.16
1.852,3.937
1.189,5.395
2.881,3.207
3.273,5.622
3.037,7.298
0.953,4.419
2.436,3.963
3.023,3.626
1.724,3.369
2.665,2.492
2.035,1.623
0.716,4.166
2.147,2.848
1.669,5.685
0.377,5.793
2.288,4.408
1.398,4.538
2.495,3.24
2.415,3.314
1.136,6.112
2.387,5.983
1.732,5.437
2.219,0.402
2.627,6.491
1.098,4.797
2.717,6.164
2.407,2.936
2.186,3.499
1.99,2.387
1.884,2.215
1.321,5.983
2.459,4.922
2.177,4.441
0.842,6.894
1.577,0.675
1.672,4.504
2.355,4.209
1.152,8.111
0.401,5.23
1.754,6.184
1.848,4.725
1.667,4.761
-0.363,4.306
1.737,3.572
-0.223,4.25
1.404,9.109
2.321,5.198
0.628,3.385
2.059,6.002
1.826,0.962
1.749,5.505
1.498,4.505
1.534,6.152
3.261,3.603
1.706,4.917
2.194,6.538
1.049,3.355
2.71,3.263
2.952,3.707
2.162,6.443
1.665,3.883
3.694,7.891
3.929,4.851
1.218,4.979
2.353,4.737
2.195,6.878
0.5,6.491
4.361,4.085
0.277,4.074
0.441,7.098
3.416,5.88
2.333,5.986
1.552,1.742
1.244,7.334
2.485,6.519
1.815,3.2
2.452,6.094
0.672,1.678
2.24,5.847
1.34,6.01
2.115,5.971
1.355,8.027
2.046,6.085
1.485,5.008
1.567,7.638
3.26,5.937
1.547,4.055
2.833,3.841
1.378,7.239
2.436,4.916
2.122,7.621
2.609,4.097
1.714,4.68
4.073,4.894
1.839,7.513
2.871,6.454
2.395,5.805
1.564,5.134
1.71,5.175
1.855,2.117
0.694,6.029
1.5,4.498
1.322,6.031
2.086,8.207
-0.34,5.061
1.396,6.965
0.222,1.173
1.405,5.481
2.314,7.599
1.586,2.774
2.863,7.183
-0.453,5.228
0.91,8.602
2.164,7.192
2.008,3.406
2.239,6.067
1.227,6.863
1.006,4.728
1.713,3.475
1.845,6.904
0.615,4.844
3.046,5.156
1.384,3.285
2.198,4.134
0.24,5.94
2.487,4.325
1.379,7.524
3.562,4.893
2.604,4.469
1.115,4.977
0.947,5.305
0.863,3.006
1.605,3.22
2.235,5.483
2.829,3.09
2.739,3.653
0.911,7.589
1.743,5.648
-0.179,2.926
0.989,4.712
1.542,4.23
0.691,1.403
2.216,3.583
0.539,2.335
2.309,5.22
0.529,5.612
2.437,3.858
2.728,4.431
2.77,7.84
2.948,5.364
1.191,4.515
2.281,5.523
1.435,5.235
1.894,5.445
2.288,2.543
1.668,3.688
1.375,6.621
4.254,4.146
0.796,4.771
2.832,5.857
2.605,4.136
1.354,4.859
0.026,2.061
2.176,4.518
4.888,4.039
3.439,3.244
2.779,7.011
0.765,2.28
1.743,6.055
2.07,5.781
1.857,3.899
1.456,5.508
1.371,3.924
2.843,4.532
